DealerCode,Date,% Customer Pay Service,Current Ratio,Days Supply - New Vehicle,Days of Inventory (Parts),Dealer Loyalty,Dealer Service Retention,F&I New Car Gross PNVR,Floorplan Expense PNVR,KSI R3,F&I Penetration,Service Sales per Advisor,N.V. Sales per Sales Consultants,Net Profit (Loss) before taxes – current month,Net Profit BBIT % Sales (ROS),Parts to Labor Ratio,Rent Expense PVR,SEI R3,Total Advertising Expenses PVR,Total Dealership Expenses - PVR,Used F&I per retail unit,Used to New Ratio,VolumnGrp,operationaldate,TerminationDate,Is the Dealer at Risk?
Dealer13,1/11/2018,28.98,0.95,98.94,37.29,52.18,42.17,762.39,305.15,921.9,91.49,34691.6,13.43,-141308,-3.17,1,4.63,0,491.11,3645.27,1235.02,0.6,VG-2,9/25/2009,7/3/2019,Yes
Dealer13,1/12/2018,23.11,0.93,62.87,39.06,52.45,42.07,934.97,228.57,917.5,91.91,33729.2,19.43,-144213,-2.13,0.9,0,,353.45,2844.87,1168.43,0.56,VG-2,9/25/2009,7/3/2019,Yes
Dealer13,1/1/2019,23.71,1.03,83.94,31.9,52.95,42.38,794.01,315.84,915.2,96.81,42487.4,13.43,37534,0.87,1,16.07,,336.16,3014.52,1271.68,0.76,VG-2,9/25/2009,7/3/2019,Yes
Dealer13,1/2/2019,23.83,1.04,82.04,37.59,53.7,43.11,946.94,252.94,921.2,93.88,38123,14,-44007,-1.09,1.09,4.57,,414.82,3293.82,977.65,0.55,VG-2,9/25/2009,7/3/2019,Yes
Dealer13,1/3/2019,32.01,1.02,58.1,38.12,51.49,43.42,969.09,227.38,933.3,94.44,41768.6,18,2258,0.04,0.84,3.72,,366.39,2608.58,1329.62,0.48,VG-2,9/25/2009,7/3/2019,Yes
Dealer13,1/4/2019,27.38,1.02,66.23,39.45,53.92,43.34,962.69,251.25,940.5,98.11,42460.8,15.14,15330,0.34,0.95,4.19,,290.5,3119.7,1513.87,0.57,VG-2,9/25/2009,7/3/2019,Yes
Dealer13,1/5/2019,27.55,0.98,68.66,36.62,54.71,43.1,1146.19,254.02,940.9,146.39,42113.6,13.86,-7285,-0.16,0.98,4.43,,363.61,3452.5,1313.77,0.62,VG-2,9/25/2009,7/3/2019,Yes
Dealer14,1/1/2018,40.66,1.08,101.25,61.02,66.67,41.1,263.69,401.06,901.8,93.75,19232,5.33,-26224,-1.32,0.59,586.96,984.6,325.95,7389.23,5106,1.06,VG-7,12/3/2009,,Yes
Dealer14,1/2/2018,44.42,1,96,78.29,65.79,42.38,564.53,274.4,896.5,93.33,15730,5,-43001,-1.94,0.55,519.23,977.8,306.92,6871.49,5228.91,1.53,VG-7,12/3/2009,,Yes
Dealer14,1/3/2018,54.37,1.01,53.48,65.18,66.25,42.86,466.78,126.42,892.6,95.65,23025,7.67,62219,2.11,0.58,375,977.3,283.91,5100.48,5196.54,1.21,VG-7,12/3/2009,,Yes
Dealer14,1/4/2018,36.36,1.01,71.05,70.06,68.75,44.07,248.21,180.71,895.7,73.68,27544,6.33,19779,0.85,0.62,435.48,990,261.72,5416.89,2683,0.93,VG-7,12/3/2009,,No
Dealer14,1/5/2018,52.76,1.12,60,65.56,65.12,36.6,395.05,87.03,915,0,20918,6.33,38583,1.57,0.5,450,,250.44,5566.33,5290.91,1.22,,12/3/2009,,No
Dealer14,1/6/2018,30.88,1.29,78,64.54,62.07,36.53,220.45,-29.21,912.3,90,30961,6.67,32824,1.45,0.7,385.71,,182.76,5567.33,2759.4,1.42,,12/3/2009,,No
Dealer14,1/7/2018,38.76,1.28,77.59,67.64,61.36,36.92,343.9,206.88,889.8,79.31,22450,9.67,44684,1.64,0.65,313.95,,305.96,4316.88,2343.21,0.58,,12/3/2009,,No
Dealer14,1/8/2018,44.18,1.3,75.6,59.71,62.89,37.43,186.08,321.4,887,24,27082,8.33,-42342,-1.51,0.76,355.26,,274.83,5521.32,3208.08,1.05,,12/3/2009,,No
Dealer14,1/9/2018,43.73,1.33,111.18,93.3,65,37.95,402.41,42.18,894.2,100,17228,5.67,-26078,-1.36,0.8,465.52,0,318.93,6815.13,3727.17,1.39,,12/3/2009,,No
Dealer14,1/10/2018,42.73,1.29,97.89,67.46,65.26,39.2,562.84,-58.73,905.9,100,25291,6.33,14282,0.65,0.69,482.14,0,241.11,5233.84,2010.78,0.55,,12/3/2009,,No
Dealer14,1/11/2018,29.91,1.3,182.73,67.34,63.92,39.17,655.91,-2.62,901.2,90.91,37852,3.67,-17947,-0.92,0.48,1062.5,0,233.02,7372,4661,0.93,,12/3/2009,,No
Dealer14,1/12/2018,34.4,1.28,97.89,103.72,63.92,40.26,552.26,-37.05,899,94.74,19623,6.33,-83022,-3.57,0.69,648.15,895.26,265.13,5414.54,2782.5,0.62,,12/3/2009,,Yes
Dealer14,1/1/2019,24.36,1.29,300,85.67,61.7,40.11,619.83,1381.33,910.9,0,30603,2,-73607,-5.19,0.66,1218.75,760,165.33,12439.41,2392.8,2.58,VG-7,12/3/2009,,Yes
Dealer14,1/2/2019,28.4,1.29,74.12,85.26,63.54,40.13,244.18,196.68,915.3,100,21151,5.67,6073,0.3,0.44,672.41,808,293.88,6055.05,3411.25,1.19,VG-7,12/3/2009,,Yes
Dealer14,1/3/2019,29.35,1.26,73.64,80.98,58,40.42,477.68,389,914,95.45,31418,7.33,27239,1.02,0.76,650,791.25,432.96,5843.86,6563.63,0.84,VG-7,12/3/2009,,Yes
Dealer14,1/4/2019,26.19,1.32,86.67,76.71,57.43,41.41,470.89,157.75,909.7,88.89,35871,6,22669,0.96,0.84,696.43,829,242.62,5997.26,4041.1,0.89,VG-7,12/3/2009,,Yes
Dealer14,1/5/2019,24.47,1.33,65.71,74.89,58.95,41.8,193.33,189.7,902.8,95.24,44871,7,8872,0.4,0.82,722.22,857.86,270.46,6273.33,5209,0.7,VG-7,12/3/2009,,Yes
Dealer14,1/6/2019,27.49,1.32,82.86,82.98,61.86,42.23,369.52,144.71,914.2,95.24,31395,7,-24866,-1.37,0.6,696.43,870.59,351.2,7532.97,3349.86,0.96,VG-7,12/3/2009,,Yes
Dealer14,1/7/2019,33.88,1.28,57.6,75.98,61.96,42.66,479.96,-9.41,918.2,96,40547,8.33,20372,0.82,0.79,590.91,881.36,98.71,5378.21,5276.5,0.77,VG-7,12/3/2009,,Yes
Dealer14,1/8/2019,26.99,1.3,39.17,76.81,58.24,42.64,432.56,-183.64,914.6,77.78,43968,12,89237,2.76,0.61,433.33,880.71,192.53,4442.35,4360.67,0.79,,12/3/2009,,No
Dealer14,1/9/2019,30.26,1.33,57.14,86.76,53.85,42.64,487.81,90.38,902.4,85.71,32238,7,-57350,-3.06,0.61,629.03,890,332.52,5837.79,1844.4,0.57,,12/3/2009,,No
Dealer14,1/10/2019,38.68,1.38,67.5,66.5,51.55,42.64,654.13,50.24,885.5,91.67,43035,8,6616,0.27,0.74,629.03,895.85,266.22,5560.82,3493.86,0.64,VG-6,12/3/2009,,No
Dealer14,1/11/2019,34.72,1.45,51.6,82.01,52.48,42.95,413.12,-105.38,898.4,96,34954,8.33,5646,0.23,0.66,487.5,893.26,307.57,5144.13,2892.27,0.93,VG-6,12/3/2009,,No
Dealer14,1/12/2019,29.79,1.38,110,77.1,52.43,43.23,143.89,-211.79,901.7,94.44,20259,6,-8254,-0.33,0.54,847.83,887.87,242.65,6911.72,7985,0.87,VG-6,12/3/2009,,No
Dealer14,1/1/2020,30.2,1.47,67.78,79.12,56.76,44.13,452.44,228.3,914.3,92.59,15609.5,9,6713,0.26,0.74,541.67,896.67,290.63,6024.36,4748.56,0.8,VG-6,12/3/2009,,No
Dealer14,1/2/2020,28.51,1.4,76.25,82.78,54.55,43.52,491.63,-23.41,917.3,91.67,16598.5,8,15580,0.74,0.8,557.14,937.69,352.5,6340.51,3095.73,1.12,VG-6,12/3/2009,,No
Dealer14,1/3/2020,35.17,1.48,177.27,74.1,55.77,43.94,534.91,-171.17,920.8,0,26755,11,-17321,-0.99,0.61,1083.33,923,325.21,8599.48,4429.43,1.17,VG-6,12/3/2009,,No
Dealer15,1/1/2017,38.95,1.2,253.04,31.7,49.21,40.18,1172.57,956.04,900.3,121.74,36583.33,11.5,-126359,-10.16,0.97,426.53,961.9,629.07,7551.22,1823.32,0.96,VG-5,9/21/2010,1/21/2019,Yes
Dealer15,1/2/2017,45.68,1.17,192.58,25.95,48.94,38.57,1215.03,748.23,897.2,135.48,33251.67,15.5,-18970,-0.9,1.27,218.8,960,488.52,4169.78,1549.93,1.81,VG-5,9/21/2010,1/21/2019,Yes
Dealer15,1/3/2017,42.14,1.16,255,25.83,49.21,38.03,1751.13,1021.71,911,150,39811,12,-83036,-4.27,0.96,254.58,970,584.33,5774.64,1577.25,2.38,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/4/2017,48.59,1.18,274.29,34.31,50.54,37.78,1339.48,1257.43,909.6,128.57,34192,10.5,-130130,-9.32,1.12,342.96,978.1,575.14,6561.95,1805.5,1.71,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/5/2017,49.8,1.25,159.31,27.53,50.84,37.55,1827.93,833.62,907.2,110.34,33776.33,14.5,-43815,-2.27,1.21,254.32,986.1,643.63,4907.87,1592.52,1.72,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/6/2017,39.24,1.18,162.5,25.1,49.44,37.36,1565.92,827.46,916.5,133.33,38341.67,12,3906,0.27,1.06,402.4,965,584.75,5973.58,1606.32,1.29,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/7/2017,38.81,1.24,120,27.99,48.09,36.95,1876.76,576.79,836.2,124.24,34602.67,16.5,10702,0.54,1.16,237.3,925,501.07,4649.55,1671.98,1.52,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/8/2017,37.44,1.31,53.64,19.83,,36.64,1882.32,299.68,846.3,150,44834,33,71128,2.48,1.07,192.24,945,742.59,4203.08,2053.02,0.62,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/9/2017,32.34,1.31,60,23.3,50.27,36.36,1417.97,334.69,828.1,126.23,40749.67,30.5,-14056,-0.63,1.08,265.88,925.9,537.48,4526.06,1583.7,0.33,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/10/2017,34.24,1.24,134.55,20.86,47.6,36.25,1313.64,672.45,845.4,130.3,38130.33,16.5,-19938,-0.98,1.08,195.74,951.9,591.49,4777.19,2100.5,1.09,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/11/2017,33.32,1.24,105.63,27.96,49.46,36.12,1030.27,541.13,844.7,141.67,33022.67,24,-19295,-0.8,0.89,136.48,957.7,581.33,3806.08,1653.92,1.1,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/12/2017,33.89,1.14,217.2,34.91,47.19,35.81,1290.6,1155.64,856.3,176,32083,12.5,-307433,-22.54,0.99,361.56,953.1,936.38,8275.6,1663.04,0.92,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/1/2018,38.18,1.22,114.29,29.08,48.57,35.7,1652.79,570.36,821.8,142.86,24203.5,10.5,17386,0.84,0.96,261.77,952.8,498.87,5076.99,1823.39,0.67,VG-6,9/21/2010,1/21/2019,No
Dealer15,1/2/2018,41.01,1.18,333.75,28.16,49.44,37.36,1103,1657.38,807.7,137.5,26545.5,4,-82001,-5.21,0.83,310.02,940.6,630.45,5453.57,1227.94,3.06,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/3/2018,42.58,1.15,214.09,27.24,46.89,38.98,1758.82,1267.41,805.9,163.64,29149.5,5.5,-79525,-5.01,0.8,341.8,969.4,572.44,5917.85,993.19,1.68,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/4/2018,38.4,1.24,123.64,27.72,43.72,39.99,863.55,757.12,831.4,142.42,31696.75,8.25,-40975,-2.71,0.78,474.8,969.2,661.2,6703.9,1266.06,0.52,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/5/2018,36.87,1.25,127.78,27.19,43.72,0,682.7,841.22,822.9,129.63,30083.5,6.75,-35387,-2.1,1.04,283.84,,568.32,4932.24,1109.05,1.52,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/6/2018,41.57,1.35,73.08,39.37,46.24,0,1008.21,485.18,809.4,125.64,25535,9.75,-126548,-7.2,0.98,337.95,,589,5685.98,906.63,0.62,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/7/2018,34.71,1.33,90.88,34.37,47.28,0,1013.35,592.76,782.2,135.29,29474.5,8.5,-118848,-6.62,1.15,281.22,,328.5,4867.3,1073.98,1.18,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/8/2018,31.99,1.29,110.63,42.17,46.11,0,1080.06,717.88,801.2,140.63,27560.5,8,-72585,-3.93,1.02,284.63,,410.47,4724.12,1091.35,1.44,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/9/2018,27.48,1.2,118.89,53.68,46.15,0,978.7,919.07,825.2,162.96,25405.5,6.75,-149115,-8.59,0.86,312.95,0,667.05,5057,884.31,1.44,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/10/2018,32.47,1.31,84.38,29.45,47.27,0,1175.75,815.94,823.2,162.5,31411.75,8,-126361,-6.67,1.17,303.86,0,490.83,5495.39,1234.24,1.06,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/11/2018,31.69,1.29,134.35,42.35,44.38,0,1106.87,1003.22,792.6,147.83,28621.5,5.75,-68509,-3.6,1.05,263.28,0,433.42,4703.65,1216.05,2.39,VG-6,9/21/2010,1/21/2019,Yes
Dealer15,1/12/2018,21.68,1.27,248.33,39.56,45.45,0,596.56,659.22,788.4,144.44,26537,4.5,-214652,-15.22,1.32,412.43,,478.22,5290.2,1038.06,1.83,VG-6,9/21/2010,1/21/2019,Yes
Dealer16,1/10/2017,44.71,1.53,50,35.57,37.6,40.82,1342.94,184.9,850.2,84.31,0,10.2,99600,3.79,0.67,232.49,953.3,643.03,4661.98,1331.19,0.92,VG-5,11/30/2012,10/1/2019,No
Dealer16,1/11/2017,40.72,1.5,95.83,35.67,37.84,40.56,825.61,271.17,892.2,88.89,0,7.2,43938,2.13,0.66,295.91,957.8,893.1,5265.14,703.37,1.14,VG-5,11/30/2012,10/1/2019,No
Dealer16,1/12/2017,40.17,1.53,63.75,34.85,36.72,40.73,1024.16,330.47,907.7,165.63,0,6.4,74762,3.2,0.6,284.81,961,860.71,6294.79,1913.19,1.5,VG-5,11/30/2012,10/1/2019,No
Dealer16,1/1/2018,43.73,1.55,55.71,51.09,36.9,40.5,1434.29,139.2,902.3,162.5,3503050,622.22,32960,1.42,0.74,247.66,964.2,652.13,4272.3,596.03,0.64,VG-5,11/30/2012,10/1/2019,No
Dealer16,1/2/2018,42.3,1.51,79.38,57.54,39.16,40.94,1479.35,228.1,896.8,166.67,3961850,533.33,51944,2.42,0.68,288.7,962.5,731.22,4754.22,1171.76,0.69,VG-5,11/30/2012,10/1/2019,No
Dealer16,1/3/2018,48.73,1.38,95.12,33.27,39.92,40.95,1237.15,0,904.2,146.34,31905.33,20.5,18036,0.74,0.72,259.38,947,785.37,4689.78,289.23,1.17,VG-5,11/30/2012,10/1/2019,No
Dealer16,1/4/2018,44.25,1.34,114.47,41.19,40.49,41.06,908.16,294.21,905.2,94.74,24797,5.43,2102,0.12,0.7,384.75,937.5,1023.63,5240.08,-1308.27,0.58,VG-5,11/30/2012,10/1/2019,No
Dealer16,1/5/2018,56.45,1.38,83.72,53.57,39.92,36.88,992.16,287.67,910.4,153.49,22820.67,6.14,5323,0.28,0.67,303.75,,823.33,4382.71,-429.7,0.77,VG-5,11/30/2012,10/1/2019,No
Dealer16,1/6/2018,41.08,1.32,139,49.05,36.63,36.69,552.37,424.17,909.1,146.67,24648.67,4.29,601,0.03,0.67,303.75,,1039.78,4671.09,33.35,1.53,VG-5,11/30/2012,10/1/2019,No
Dealer16,1/7/2018,54.76,1.39,95,47.03,35.34,36.28,987.67,352.86,911.6,105.56,21337.67,5.14,-2765,-0.19,0.69,405,,941.16,5715.39,-114.24,0.58,VG-5,11/30/2012,10/1/2019,No
Dealer16,1/8/2018,45.83,1.35,186,46.58,34.04,36.76,1019.25,678.15,918.8,85,22969.33,2.86,-64094,-5.06,0.68,525.32,,952.91,6784.98,-280.33,1.2,VG-5,11/30/2012,10/1/2019,No
Dealer16,1/9/2018,50.49,1.29,153.46,61.2,30.04,36.9,829.31,470.77,926.6,157.69,19316.67,3.71,-68658,-5.59,0.68,402.8,0,798.34,5900.7,166.83,0.92,VG-6,11/30/2012,10/1/2019,Yes
Dealer16,1/10/2018,51.38,1.28,126.77,37.95,31.42,36.58,543.77,431.19,929.3,135.48,25507.67,10.33,-52981,-3.28,0.69,332.83,0,975.15,5771.28,-44.09,0.71,VG-6,11/30/2012,10/1/2019,Yes
Dealer16,1/11/2018,45.69,1.27,130.38,55.35,30.97,37.26,683.85,510.69,920.4,138.46,18170,8.67,-75692,-6.71,0.74,394.9,0,899.78,5585.78,-567.72,0.96,VG-6,11/30/2012,10/1/2019,Yes
Dealer16,1/12/2018,45.74,1.26,121.2,61.49,31.72,37.1,347.28,542.6,913.7,108,18814,8.33,-99203,-8.53,0.62,419.58,,915.96,6247.06,-431.35,0.92,VG-6,11/30/2012,10/1/2019,Yes
Dealer16,1/1/2019,47.21,1.24,150,61.88,32,37.21,711.25,648.15,899.9,90,31053.5,6.67,9165,0.75,0.7,444.35,,1305,6407.8,132.42,1.3,VG-6,11/30/2012,10/1/2019,No
Dealer16,1/2/2019,51.82,1.33,257.5,41.67,32.88,37.35,434.5,1029.08,892.5,91.67,32630.5,4,-40271,-3.97,0.8,567.78,,1046.72,7756.94,-128.67,2,VG-6,11/30/2012,10/1/2019,Yes
Dealer16,1/3/2019,62.79,1.36,18.33,55.86,30.58,36.51,1420.06,820.11,876.8,133.33,34588,6,9871,0.7,0.48,378.52,,794.19,5255.39,-348.92,2,VG-6,11/30/2012,10/1/2019,Yes
Dealer16,1/4/2019,63.54,1.37,129.13,52.66,29.63,36.46,1002.26,0,885.4,113.04,33483.5,7.67,13579,1.06,0.52,385.66,,919.47,5246.64,-41.37,1.3,VG-6,11/30/2012,10/1/2019,Yes
Dealer16,1/5/2019,45.64,1.3,83.64,74.26,28.38,37,589.82,295.33,879.5,106.06,33260.5,11,-20743,-1.42,0.58,425.83,,1067.23,5951.77,-845,0.45,VG-6,11/30/2012,10/1/2019,Yes
Dealer16,1/6/2019,61.14,1.3,151.36,103.59,27.27,37.25,1407.27,358.64,865.1,140.91,25067.5,7.33,-38672,-3.16,0.58,408.8,,1043.34,5386.1,-659.89,1.27,VG-6,11/30/2012,10/1/2019,Yes
Dealer16,1/7/2019,51.42,1.23,157.14,67.47,27.65,36.88,869,473.19,818.3,119.05,28926.5,7,-45766,-4.44,0.87,601.18,,949.18,7919.12,-718.92,0.62,VG-6,11/30/2012,10/1/2019,Yes
Dealer16,1/8/2019,50.48,1.18,133.04,77.25,29.19,35.68,502.17,338.35,801.7,108.7,25583,7.67,-24527,-2.09,0.62,454.22,,982.8,6116.93,-11.95,0.96,VG-6,11/30/2012,10/1/2019,Yes
Dealer16,1/9/2019,0,1.14,0,0,0,0,0,0,818.3,0,0,0,0,0,0,0,,0,0,0,0,VG-6,11/30/2012,10/1/2019,Yes
Dealer17,1/1/2018,45.5,1.17,135.33,32.33,35.58,45,611.6,218.97,917,155.56,18172.4,7.5,-264411,-6.97,0.88,1666.69,986.5,1039.45,12156.97,0,1.2,VG-4,11/20/2015,,Yes
Dealer17,1/2/2018,40.26,1.18,72.93,35.53,36.82,46.89,1747.88,257.46,907,160.34,17225.6,9.67,82931,1.43,1.03,1293.12,988.1,729.57,8288.8,0,1.03,VG-4,11/20/2015,,Yes
Dealer17,1/3/2018,44.63,1.17,59.61,31.91,38.16,46.43,2360.55,237.68,903.1,175,21892.8,10.86,204292,2.99,0.73,986.86,988.6,601.7,8495.94,0,1.22,VG-4,11/20/2015,,No
Dealer17,1/4/2018,33.66,1.07,134.29,30.71,39.22,45.97,868.17,527.52,905.5,140.48,19559,5.25,31917,0.6,0.94,1785.74,987.5,769.33,11856.49,0,1.86,VG-4,11/20/2015,,No
Dealer17,1/5/2018,50.99,1.05,41.25,34.11,40.69,43.11,1709.32,320.92,903.3,102.27,18206.6,11,47679,0.76,0.79,576.92,,555.42,5467.81,647.9,1.16,VG-4,11/20/2015,,No
Dealer17,1/6/2018,35.83,1.13,48.62,34.77,42.27,42.75,1395.4,330.82,900.4,140.23,18364.4,10.88,36164,0.6,0.74,646.55,,564.65,6021.7,1252.31,0.9,VG-4,11/20/2015,,No
Dealer17,1/7/2018,46.2,1.15,70.4,40.66,44.2,42.12,1232.29,358.92,906.1,125.33,17163.4,9.38,10945,0.19,0.56,757.58,,625.76,6423.88,1239.38,1.14,VG-4,11/20/2015,,No
Dealer17,1/8/2018,51.76,1.15,70,28.12,51.02,41.9,1290.45,396.46,908.9,150,17938.4,7.5,41491,0.76,0.59,925.93,,766.67,8140.77,1271.86,1.15,VG-4,11/20/2015,,No
Dealer17,1/9/2018,46.88,1.1,93.91,46.67,50,41.75,1478.28,545.46,910.8,226.09,12646.4,5.75,-192944,-4.51,0.73,1153.85,0,1023.94,9800.52,928.63,1.29,VG-4,11/20/2015,,Yes
Dealer17,1/10/2018,46.56,1.11,84.55,28.72,51.68,41.65,1413.8,436.51,902.2,140,18862.4,6.88,37837,0.71,0.88,1013.53,0,612.54,7972.05,365.95,0.93,,11/20/2015,,No
Dealer17,1/11/2018,49.72,1.1,79.14,33.97,54.97,41.71,1876.31,372.52,899,151.72,12566,7.25,8877,0.15,0.6,974.04,0,589.33,7398.33,1276.37,1.03,VG-4,11/20/2015,,No
Dealer17,1/12/2018,37.37,1.18,83.71,34.75,55.63,42.15,1180.94,361.94,903.9,150,16149,7.75,-27719,-0.46,0.6,925.94,863.33,580.91,6983.63,795.47,0.86,VG-4,11/20/2015,,No
Dealer17,1/1/2019,33.85,1.22,93.39,29.24,56.36,42.06,1361.27,433.27,913.3,154.84,25888,4.43,91823,1.62,0.78,842.71,861.43,559.1,7098.03,1499.15,1.09,VG-4,11/20/2015,,No
Dealer17,1/2/2019,33.12,1.18,173.25,34.79,55.49,42.16,1020.13,463.16,919.9,147.5,19787,2.5,62803,1.21,0.65,1209.69,848.75,378.82,7157.88,1442.45,0.99,VG-4,11/20/2015,,No
Dealer17,1/3/2019,48.76,1.19,122.45,27.54,54.07,41.97,1771.8,565.83,912.1,155.1,22203.25,3.06,113154,1.96,0.63,937.51,859.57,520.83,7970.01,1504.32,1.55,,11/20/2015,,No
Dealer17,1/4/2019,57.65,1.21,45.38,26.42,55.8,42.2,1677.84,322.57,911.9,162.5,17204,5,88396,1.28,0.57,707.56,860.88,630.84,6362.06,1059,0.95,VG-4,11/20/2015,,No
Dealer17,1/5/2019,49.09,1.23,33.03,35.08,55.14,41.9,1945.18,208.54,905.4,139.33,24437.75,5.56,205813,2.72,0.58,619.84,855.24,407.6,5212.27,1419.06,0.9,VG-4,11/20/2015,,No
Dealer17,1/6/2019,44.46,1.27,44,35.21,55.29,41.55,1904.79,215.57,901.3,138.89,22363.5,5.63,301483,4.28,0.63,707.56,847.09,375.53,5988.7,1294,0.9,VG-4,11/20/2015,,No
Dealer17,1/7/2019,49.18,1.24,65.92,33.67,58.45,41.49,1798.59,286.31,884.6,147.37,24704.75,4.75,289893,4.43,0.61,781.26,834.03,523.33,6167.03,1129.2,1,VG-4,11/20/2015,,No
Dealer17,1/8/2019,49.37,1.24,58.85,32.94,58.77,41.1,1967.47,257.16,889.4,98.72,22371.25,4.88,215248,3.33,0.49,694.45,843.13,414.44,5246.28,496.6,0.8,VG-4,11/20/2015,,No
Dealer17,1/9/2019,58.46,1.3,69.47,45.43,59.91,41.1,2131.3,301.04,889.3,150.88,17274.25,3.56,97660,1.76,0.62,903.63,846.74,581.05,6262.38,-403.73,0.99,VG-4,11/20/2015,,No
Dealer17,1/10/2019,44.42,1.27,48.28,30.49,58.96,41.1,2003.14,254.88,894.9,93.75,23657.75,4,90089,1.53,0.55,806.46,852.75,821.21,6289.04,-411.07,0.9,VG-4,11/20/2015,,No
Dealer17,1/11/2019,45.08,1.32,64.09,36.03,57.14,40.4,1639.86,273.13,876.5,92.42,20022.25,4.13,84848,1.42,0.66,735.3,856.67,603.09,5870.16,943.25,1.23,VG-4,11/20/2015,,No
Dealer17,1/12/2019,47.25,1.26,51.92,35.99,59.53,40.15,927.88,230.08,880.8,83.33,19542,4.88,-1531374,1.07,0.49,721.16,852.91,618.25,5361.78,7.96,0.75,VG-4,11/20/2015,,No
Dealer17,1/1/2020,47.03,1.24,61.36,40.94,59.38,39.92,2176.32,297.66,875,89.39,14137,5.08,85158,1.47,0.58,815.23,834,808.63,6196.98,-750.92,1.03,VG-4,11/20/2015,,No
Dealer17,1/2/2020,43.87,1.3,71.54,37.76,60.54,39.98,1972.15,291.29,896.9,82.69,16294.4,4,136747,2.35,0.49,824.19,904.62,621.7,6763.64,216.36,1.6,VG-4,11/20/2015,,No
Dealer17,1/3/2020,44.25,1.24,113.48,41.7,58.23,39.35,2051.5,385.51,899.2,97.83,15436.2,3.54,130570,2.32,0.76,937.51,925.56,712.77,7619.81,235.85,1.94,VG-4,11/20/2015,,No
Dealer18,1/1/2018,42.17,1.28,120.41,35.89,46.6,42.8,674.27,241.07,905.8,81.08,41421.75,9.25,47217,1.25,1.08,230.7,946.9,355.54,3377.42,781.05,1.04,VG-3,1/15/2010,,No
Dealer18,1/2/2018,46.95,1.28,113.08,40.8,47.67,43.19,1008.23,331.55,905.7,91.03,27676.75,9.75,78483,2,0.99,246.23,942.7,274.47,3333.34,1001.43,0.95,VG-3,1/15/2010,,No
Dealer18,1/3/2018,45.91,1.24,114,35.85,49.27,43.97,917.81,290.07,901,94.67,37613.75,9.38,103102,2.43,0.79,218.98,949.1,708.12,3336.95,914.28,1.25,VG-3,1/15/2010,,No
Dealer18,1/4/2018,57.7,1.25,166.15,45.1,47.52,44.18,1231.98,461.67,901.5,92.31,28531.5,6.93,-38204,-1.13,0.95,365.09,947.7,784.34,4477.33,1016.31,1.48,VG-3,1/15/2010,,No
Dealer18,1/5/2018,58.12,1.25,106.96,54.28,48.68,38.41,1300.86,353.93,914.8,92.75,29573.5,9.2,-12295,-0.32,0.75,265.11,,604.34,4143.85,1176.31,0.99,VG-3,1/15/2010,,No
Dealer18,1/6/2018,59.59,1.25,67.83,41.52,49.55,38.19,1397.4,275.01,912.5,90.22,65896.5,10.22,93122,2.07,0.85,228.64,,732.41,3767.83,1468.55,0.71,,1/15/2010,,No
Dealer18,1/7/2018,56.04,1.28,58.25,51.8,48.16,37.73,1085.68,209.48,918.9,93.2,60205.5,11.44,227939,4.65,0.77,185.54,,369.72,3202.12,1068.29,0.75,VG-4,1/15/2010,,No
Dealer18,1/8/2018,59.38,1.28,97.3,39.56,47.65,37.37,991.57,266.28,902.4,93.24,35378.5,8.71,144962,3.47,0.71,245.91,,494.43,3571.91,1271.95,0.86,VG-4,1/15/2010,,No
Dealer18,1/9/2018,59.62,1.25,89.71,47.65,47.47,37.31,1010.68,214.99,903.9,181.55,28385.2,11.44,124742,2.75,0.91,203.99,0,415.62,3299.62,937.44,0.59,VG-4,1/15/2010,,No
Dealer18,1/10/2018,57.86,1.24,158.14,41.29,46.49,37.18,953.14,358.39,910.4,94.29,29609.6,7.78,32348,0.92,0.73,266.93,0,654.89,4361.91,1207.94,0.77,VG-4,1/15/2010,,No
Dealer18,1/11/2018,60.69,1.26,120,48.94,46.53,36.73,887.24,368.18,917.1,95.45,29115.4,11,39975,1.01,0.55,238.27,0,462.43,3785.34,1253.22,0.61,VG-4,1/15/2010,,No
